session_id,layout_id,layout_repeat,layout,seed,seat,agent,model_id,strategy_id,strategy_label,prompt_sha256,factorial_block_id,profit,ruin,win_rate,total_hands,hands_survived,session_completed,early_exit_rate,showdown_frequency
4,4,0,google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > ibm/granite-3.0-3b-a800m-instruct > microsoft/phi-4-mini-instruct,2014152619,2,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
4,4,0,google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > ibm/granite-3.0-3b-a800m-instruct > microsoft/phi-4-mini-instruct,2014152619,3,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,-900.0,0,0.0,1,1.0,1,0.0,0.0
5,5,1,google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > ibm/granite-3.0-3b-a800m-instruct > microsoft/phi-4-mini-instruct,1234781369,0,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
5,5,1,google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > ibm/granite-3.0-3b-a800m-instruct > microsoft/phi-4-mini-instruct,1234781369,1,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,-700.0,0,0.0,1,1.0,1,0.0,0.0
5,5,1,google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > ibm/granite-3.0-3b-a800m-instruct > microsoft/phi-4-mini-instruct,1234781369,2,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,1400.0,0,1.0,1,1.0,1,0.0,0.0
5,5,1,google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > ibm/granite-3.0-3b-a800m-instruct > microsoft/phi-4-mini-instruct,1234781369,3,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,-700.0,0,0.0,1,1.0,1,0.0,0.0
6,6,0,google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct,1355369957,0,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,-200.0,0,0.0,1,1.0,1,0.0,0.0
6,6,0,google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct,1355369957,1,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,-200.0,0,0.0,1,1.0,1,0.0,0.0
6,6,0,google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct,1355369957,2,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
6,6,0,google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct,1355369957,3,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,400.0,0,1.0,1,1.0,1,0.0,0.0
7,7,1,google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct,336701815,0,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,-600.0,0,0.0,1,1.0,1,0.0,0.0
7,7,1,google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct,336701815,1,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
7,7,1,google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct,336701815,2,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,-600.0,0,0.0,1,1.0,1,0.0,0.0
7,7,1,google/gemma-2-2b-it > meta/llama-3.2-1b-instruct > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct,336701815,3,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,1200.0,0,1.0,1,1.0,1,0.0,0.0
8,8,0,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct,616947823,0,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
8,8,0,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct,616947823,1,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,-500.0,0,0.0,1,1.0,1,0.0,0.0
8,8,0,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct,616947823,2,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,1000.0,0,1.0,1,1.0,1,0.0,0.0
8,8,0,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct,616947823,3,meta__llama-3.2-1b-instruct,meta__llama-3.2-1b-instruct,,,,,-500.0,0,0.0,1,1.0,1,0.0,0.0
9,9,1,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct,169756814,0,google__gemma-2-2b-it,google__gemma-2-2b-it,,,,,-700.0,0,0.0,1,1.0,1,0.0,0.0
9,9,1,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct,169756814,1,microsoft__phi-4-mini-instruct,microsoft__phi-4-mini-instruct,,,,,1400.0,0,1.0,1,1.0,1,0.0,0.0
9,9,1,google/gemma-2-2b-it > microsoft/phi-4-mini-instruct > ibm/granite-3.0-3b-a800m-instruct > meta/llama-3.2-1b-instruct,169756814,2,ibm__granite-3.0-3b-a800m-instruct,ibm__granite-3.0-3b-a800m-instruct,,,,,0.0,0,0.0,1,0.0,0,1.0,0.0
