agent,mean_profit,cvar_5,ruin_probability,win_rate,sample_count
GreedyProfitAgent,-111.7425,-756.4833333333333,0.0008333333333333334,0.20199444444444445,1200
RandomAgent,-833.135,-1332.2833333333333,0.2808333333333333,0.069725,1200
RuleBasedAgent,489.21666666666664,-108.65,0.0,0.3205361111111111,1200
SurvivalAgent,455.66083333333336,-85.71666666666667,0.0,0.40774444444444446,1200
